,data,target
318,"Китай: 

США должны перестать отправлять военно-морские суда через Тайваньский пролив, иначе последует незамедлительный ответ с нашей стороны, который мы будем рассматривать как защиту суверенитета нашей страны

источник: bloomberg.com",0
319,"Россияне за семь месяцев 2021 года приобрели 48,8 тысячи новых легковых автомобилей китайских марок, в годовом выражении показатель упал на 16%, сообщили эксперты агентства “АВТОСТАТ”.

В топ-10 самых популярных моделей наибольший рост продаж относительно прошлого года показали Geely Atlas Pro (+5413%), Geely Tugella (+222%), Haval Jolion (+270%). Сильнее других снизились продажи Chery Tiggo 4 (-60%), Haval F7 (-56%), Haval F7x (-50%).",0
320,"ОГК-2 уведомила ""Райффайзенбанк"" об автоматической конвертации расписок в акции

Компания ОГК-2 (входит в ""Газпром энергохолдинг"") инициировала автоматическую конвертацию депозитарных расписок в акции, направило уведомление об этом депозитарию - ""Райффайзенбанку"", следует из материалов компании.

""ПАО ""ОГК-2"" направило в адрес депозитария АО ""Райффайзенбанк"", в котором открыт счет депо депозитарной программы ПАО ""ОГК-2"", уведомление о необходимости совершения действий, направленных на получение держателями ценных бумаг иностранного эмитента, права на которые учитываются в российских депозитариях, соответствующего количества обыкновенных акций ПАО ""ОГК-2"" (осуществление автоматической конвертации)"", - говорится в сообщении компании.",0
321,"Издержки Carlsberg от ухода из РФ в I полугодии составили почти $1,2 млрд

Издержки Carlsberg от деятельности в РФ в первом полугодии 2022 финансового года составили 8,6 миллиарда датских крон (1,18 миллиарда долларов) из-за обесценения активов на 9,6 миллиарда датских крон (1,31 миллиарда долларов), следует из финансовой отчётности компании.

Carlsberg 28 марта анонсировала продажу своих российских активов стоимостью в 9,6 миллиарда датских крон. Эта сумма учитывается компанией в её финансовых отчётностях как ""обесценивание активов"" в России.",0
322,"Сбербанк оценивает эффект от внедрения ИИ в экономику России в 1% ВВП в 2025 г

Сбербанк оценивает эффект от внедрения искусственного интеллекта в различных отраслях экономики России в прирост ВВП на 1% уже в 2025 году, при этом наибольшее влияние будет в строительстве, сельском хозяйстве, обрабатывающих производствах, здравоохранении, сообщил первый зампред правления Сбербанка Александр Ведяхин в ходе конгресса ""Стратегическое лидерство и технологии искусственного интеллекта"".

""По нашим предварительным расчетам, которые еще предстоит валидировать и подтверждать на конкретных кейсах, наибольший эффект ИИ может дать в строительстве, сельском хозяйстве, обрабатывающих производствах, здравоохранении. С учетом удельного веса этих отраслей в экономике ИИ даст минимум плюс 1% к ВВП уже в 2025 году. Но я уверен, что эффект будет еще больше"", - сказал он.",0
323,"🇷🇺#RUB #fx
на Мосбирже в моменте:

USDRUB = 60.2
EURRUB = 61.2
CNYRUB = 8.8",0
324,"🇷🇺#OGKB #расписки 
ОГК-2 уведомила депозитарий об автоматической конвертации ГДР в акции",1
325,"Правительство выделит 1 млрд рублей разработчикам оборудования для производства СПГ. Премьер-министр Михаил Мишустин сообщил, что эти средства позволят обеспечить запуск и частичное финансирование четырех проектов по созданию СПГ-оборудования для средне- и крупнотоннажного производства. 
#экономика 

@vedomosti",1
326,"В мире выявили более 35 000 случаев заболевания оспой обезьян. Генеральный директор Всемирной организации здравоохранения Тедрос Аданом Гебрейесус сообщил, что известно о 12 смертях. 

«Большинство случаев было зарегистрировано в Европе. Мужчины, имеющие половые контакты с мужчинами, по-прежнему страдают больше всего», – уточнил Гебрейесус.
#общество 

@vedomosti",0
327,"Правительство выделит 1 млрд рублей разработчикам оборудования для производства СПГ. Премьер-министр Михаил Мишустин сообщил, что эти средства позволят обеспечить запуск и частичное финансирование четырех проектов по созданию СПГ-оборудования для средне- и крупнотоннажного производства. 
#экономика 

@vedomosti",1
328,"Компании инвестировали в криптоиндустрию с сентября 2021г. по июнь 2022г.:

- Google $1.5 млрд.
- BlackRock $1.2 млрд.
- Morgan Stanley $1.1 млрд.
- Samsung $979.2 млн.

источник: rbc.ru",0
329,"✴️#крипто #игроки 
CEO (залетевшего на 3AC) Genesis покидает свой пост",0
330,"🇷🇺#ии #россия #экономика 
Сбербанк оценивает эффект от внедрения ИИ в экономику России в 1% ВВП в 2025 г - Прайм",0
331,"⚠️✴️#TORN #крипто #миксеры 
аналитическая компания SlowMist: в 2022г через миксер Tornado Cash было отмыто 75% от общего объема преступных средств в сети ETH",0
332,"⚠️✴️#TORN #крипто #миксеры 
аналитическая компания SlowMist: в 2022г через миксер Tornado Cash было отмыто 75% от общего объема преступных средств в сети ETH",0
333,"Нефть дорожает на 1% после данных о падении ее запасов в США

Мировые цены на нефть растут в среду вечером примерно на 1% после данных о падении ее запасов в США на прошлой неделе, свидетельствуют данные торгов.

По состоянию на 18.03 мск цена октябрьских фьючерсов на нефть марки Brent росла на 0,77% - до 93,06 доллара за баррель, сентябрьских фьючерсов на WTI - на 1,21%, до 87,58 доллара.",1
334,"""Мечел"" уведомил депозитарий об автоматической конвертации АДР, не будет публиковать отчетность по МСФО

Читать далее
👉 https://smartlab.news/i/61612

#MTLR",1
335,"Золото дешевеет, торгуясь чуть выше $1780 за тройскую унцию

Стоимость золота в среду вечером опускается, находясь чуть выше отметки в 1780 долларов за тройскую унцию, удешевление продолжается на фоне укрепления доллара и роста доходности госбондов США, пока инвесторы ожидают публикацию протокола Федеральной резервной системы (ФРС) США, следует из данных торгов и комментариев экспертов.

По состоянию на 17.52 мск цена декабрьского фьючерса на золото на нью-йоркской бирже Comex снижалась на 8,95 доллара, или на 0,5%, до 1780,75 доллара за тройскую унцию. Сентябрьский фьючерс на серебро дешевел на 1,63% - до 19,758 доллара за унцию.",1
336,"🇳🇴 $174 млрд

Столько потерял в первом полугодии государственный пенсионный фонд Норвегии, который считается крупнейшим суверенным фондом в мире. Причем отрицательную доходность показали как акции, так и облигации.

Самый ужасный перфоманс у бумаг технологических компаний. А единственным сектором, вложения в который выросли, стала энергетика.

https://quote.ru/news/article/62fccdd49a79473f77f98503?from=from_main_11

@selfinvestor",1
337,"Минсельхоз РФ не планирует увеличивать расчетный запас госфонда по зерну

Минсельхоз России не планирует увеличивать расчетный запас государственного интервенционного фонда по зерну с планируемых 3 миллионов тонн, сообщили РИА Новости в пресс-службе министерства.

""Всего планируется сформировать неснижаемый запас зерна в размере 3 миллионов тонн. Указанные объемы являются значительными для интервенционного фонда. Они учитывают возможности финансового обеспечения закупок зерна и доступные мощности его хранения. Увеличение расчетных запасов не планируется"", - сообщили в пресс-службе.",1
338,"Министерство сельского хозяйства РФ не рассматривает отмену плавающих экспортных пошлин на зерно, они сохраняют свою эффективность, сообщили РИА Новости в пресс-службе министерства.

Ассоциация крестьянских (фермерских) хозяйств и сельскохозяйственных кооперативов России (АККОР) на фоне обвала цен на зерно, в частности на пшеницу, на внутреннем рынке обратилась к президенту Владимиру Путину с предложением увеличить объем закупок зерна в интервенционный фонд и отменить экспортные пошлины на зерно. По данным сельхозпроизводителей, стоимость пшеницы 4-го класса с начала года по август снизилась до 12-13 рублей за килограмм с 18-20 рублей.",1
339,"Peter Schiff:

Walmart превзошел ожидания рынка, но отметил увеличение числа состоятельных клиентов, более широкое использование кредитных карт, увеличение продаж универсальных и более дешевых продуктов - это классические признаки рецессии и снижения уровня жизни

источник: twitter.com",0
340,Начну с краткого разбора барометров - есть пара интересных моментов.,0
341,"Источники «Ъ» сообщили, что программа для 3D проектирования зданий и дизайна Autodesk до конца лета планирует полностью ликвидировать российское юридическое лицо ООО «Аутодеск (Си-Ай-Эс)» и уволить действующих сотрудников в российском офисе. 

В Autodesk «Ъ» заявили, что с момента принятия решения о приостановке своей деятельности в России компания продолжает оценивать перспективы развития бизнеса и сотрудников в стране. «На данный момент у нас нет дополнительной информации»,— заявил представитель Autodesk.

#Ъузнал",0
342,"❗️🛢🌎#нефть #рынки #энергетика #мир #кризис #мнение 
зимой может начаться энергетический кризис

 ситуация на мировых рынках может усугубиться в декабре, когда вступят в силу санкции Евросоюза против России #санкции

к росту цен на нефть привела нехватка финансирования отрасли #capex

           - Генсек ОПЕК",1
343,"The Economist (про Тайвань):

Цель состоит в том, чтобы убедить Китай, что вторжение на Тайвань не стоит риска

источник: economist.com",0
344,"Акции «американской IKEA» подорожали почти на 350% за три недели

источник: quote.rbc.ru",0
345,"FinEx планирует выкупить паи своих фондов у российских инвесторов

источник: quote.rbc.ru",1
346,"Япония заявила, что может вмешаться в войну на Тайване, что значительно усложнило бы китайское вторжение

источник: economist.com",0
347,"Япония заявила, что может вмешаться в войну на Тайване, что значительно усложнило бы китайское вторжение

источник: economist.com",0
348,"Добыча нефти в США за неделю, завершившуюся 12 августа, снизилась на 100 тысяч баррелей в сутки, до 12,1 миллиона баррелей в сутки, говорится в еженедельном обзоре управления энергетической информации минэнерго страны.

В среднем за последние четыре недели добыча нефти в США составила 12,125 миллиона баррелей в сутки.",0
349,"Cуд в Крыму оштрафовал за дискредитацию вооруженных сил России посетителя караоке-бара, попросившего диджея поставить украинскую националистическую песню, сообщили «Ъ» в суде. Суд назначил мужчине штраф 50 тыс. руб.

Инцидент произошел на прошлых выходных в крымском курортном поселке Щелкино, в караоке-баре «Краб». Диджей увеселительного заведения за дискредитацию российской армии получил 10 суток административного ареста.

@kommersant",0
350,"📉Мечел ап падает на 6.5%, компания решила не публиковать отчётность за 1п 2022 года.

Читать далее
👉 https://smartlab.news/i/61608

#MTLR",1
351,"🇺🇸#климат #т #сша
Билл Гейтс - тот, благодаря кому у Байдена получилось принять новый пакет по климату  - BBG
——————————
ранее: 

Билл Гейтс призвал отказаться от мяса испускающих газы коров

Билл Гейтс начал развивать проект, который должен будет «затемнить» Солнце",0
352,⚠️🇷🇺#MTLR = -4% MTLRp = -6% после новостей по отчетностям,1
353,"Запасы нефти в США за неделю упали намного больше прогноза – на 1,6%, до 425 млн баррелей

Коммерческие запасы нефти в США (исключая стратегический резерв) за неделю, завершившуюся 12 августа, упали на 7,1 миллиона баррелей, или на 1,6%, до 425 миллионов баррелей, говорится в еженедельном обзоре управления энергетической информации минэнерго страны.

Аналитики, опрошенные порталом DailyFX, ждали сокращения запасов лишь на 0,3 миллиона баррелей.",1
354,"""Мечел"" не будет публиковать отчетность по МСФО за I полугодие

""Мечел"" отказался от публикации финансовых результатов за первое полугодие 2022 года, операционные результаты группа представит в четверг, следует из сообщения компании.

""ПAO ""Мечел"", ведущая российская горнодобывающая и металлургическая компания, сообщает о том, что в четверг, 18 августа 2022 года, будут раскрыты операционные результаты деятельности группы за первое полугодие 2022 года. Финансовые результаты деятельности за первое полугодие 2022 года группа приняла решение не раскрывать"", - сказано в сообщении.",1
355,"Генсек ООН Антониу Гутерриш прибыл с визитом в Львов. Завтра он проведет переговоры с президентами Украины и Турции Владимиром Зеленским и Реджепом Тайипом Эрдоганом.

Ранее ООН анонсировала, что Антониу Гуттериш и Владимир Зеленский обсудят развитие ситуации вокруг Запорожской АЭС, которая регулярно подвергается обстрелам. Ожидается, что Антониу Гуттериш и Реджеп Тайип Эрдоган будут обсуждать дипломатическое урегулирование военного конфликта России и Украины. При этом генсек ООН пока не планирует посещать Москву.

Фото: пресс-служба генсека ООН 

@kommersant",0
356,"Великобритания призвала страны G7 ограничить экспорт технологий в Китай. Глава МИД Великобритании Лиз Трасс также напомнила, что страны G7 работают над созданием проекта, который стал бы альтернативой китайской экономической инициативе «Один пояс - один путь»
#политика 

📷: Unsplash 

@vedomosti",1
357,"Мечел решил не публиковать отчетность по МСФО за первое полугодие 2022 года. Завтра, 18 августа, компания раскроет лишь операционные результаты за 6 месяцев текущего года. 

После этой новости обыкновенные акции компании упали на 3%, привилегированные — почти на 5,5%. 

@selfinvestor",1
358,"🛢🇺🇸🇪🇺#нефть #сша #европа 
экспорт нефти из США в Европу = рекорд

US CRUDE EXPORTS RISE TO RECORD AS EUROPE REPLACES RUSSIAN OIL",1
359,"🛢🇺🇸#сша #нефть #spr 
EIA: стратегические нефтяные резервы США = минимум с марта 1985г",1
360,"⚠️🇨🇳#ввп #китай #downgrade #экономика 
Goldman опять понизил прогноз по росту ВВП Китая в 2022г до 3% ( с 3.3% ранее)",0
361,"⚡️🛢🇺🇸#нефть #сша #отчетность 
НЕФТЬ - ЗАПАСЫ EIA:

CRUDE = -7.056M (ПРОГНОЗ = -0.275М / ПРЕД  +5.458M)

Cushing: +0.192M
Gasoline: -4.642M
Distillates: +0.766M

нефть США - добыча =  12.1 мбд (пред 12.2 мбд)",0
362,"❗️ВПЕРЕДИ 

🛢НЕФТЬ США - ЗАПАСЫ EIA - 17:30мск  

(ПРОГНОЗ = -0.275М / ПРЕД  +5.458M)",1
363,"""Мечел"" запустил конвертацию АДР в акции компании

Группа ""Мечел"" уведомила инвесторов о начале конвертации американских депозитарных расписок (АДР) в обыкновенные акции, говорится в сообщении компании.

С 15 августа стартовала автоматическая конвертация депозитарных расписок, которые учитываются в российских депозитариях, - на счета их владельцев будут зачислены акции российских эмитентов, на которые были выпущены депозитарные расписки. Как пояснял ЦБ, автоматическую конвертацию проведут в сжатые сроки, чтобы владельцы депозитарных расписок смогли уже в ближайшее время получить российские акции, не ограниченные в обороте и в реализации прав по ним.",1
364,"""Лукойл"" уведомил банк-депозитарий ""Ситибанк"" о необходимости проведения автоматической конвертации американских депозитарных расписок компании в акции, следует из материалов компании.

""Лукойл"" сообщает, что... в адрес АО КБ ""Ситибанк"" направлено уведомление о необходимости совершения действий, направленных на получение держателями американских депозитарных расписок иностранного эмитента, права на которые учитываются в российских депозитариях, соответствующего количества акций ПАО ""Лукойл"", - говорится в сообщении компании.",1
365,"⚡ ДОБЫЧА НЕФТИ В США ЗА НЕДЕЛЮ ПО 12 АВГУСТА СНИЗИЛАСЬ НА 100 ТЫС БАРРЕЛЕЙ В СУТКИ, ДО 12,1 МЛН БАРРЕЛЕЙ В ДЕНЬ - МИНЭНЕРГО СТРАНЫ",1
366,"⚡ МИНСЕЛЬХОЗ РФ НЕ РАССМАТРИВАЕТ ОТМЕНУ ПЛАВАЮЩИХ ЭКСПОРТНЫХ ПОШЛИН НА ЗЕРНО, ОНИ СОХРАНЯЮТ СВОЮ ЭФФЕКТИВНОСТЬ - МИНИСТЕРСТВО",1
367,"FinEx подготовил план для разблокировки активов российских инвесторов

Постараюсь понятным языком разъяснить, в чем суть плана. 

В чем сейчас проблема?
Приведу пример. Владелец фонда FinEx хочет получить деньги за продажу ETF. (Думаю, многим это сейчас знакомо) Чтобы владелец получил деньги, маркетмейкер должен продать базовые активы на мировом рынке одновременно с владельцем ETF. Но проблема в том, что маркетмейкер хоть и может продать базовый актив, но не может «доставить» эти деньги владельцу ETF через мост Euroclear — НРД, так как мост этот закрыт. 

Что хочет сделать FinEx?
FinEx планирует обратиться в Минфин Бельгии для получения разрешения на проведение операций с акциями фондов через инфраструктуру Euroclear — НРД. 

Если бельгийский Минфин даст добро, это поможет частично восстановить связь между вторичным внебиржевым рынком ETF в России и первичным рынком в ЕС. 

Иными словами, лицензия даст возможность иностранной компании из структуры FinEx покупать у российских несанкционных резидентов паи фондов с расчетами в НРД и переводить их в Euroclear для дальнейшего погашения в рамках стандартной процедуры через администратора фонда. 

Разумеется, тут нельзя говорить о массовой купле-продаже, поскольку для каждого клиента необходима процедура проверки (Know Your Customer – KYC), да и иностранной компании FinEx, которая формально является недружественным нерезидентом, потребуется разрешение от властей РФ на сделку с резидентами.

Друзья, мы считаем, что это очень хорошая новость. Всегда говорили, что FinEx попали в эту историю не по своей воле. И их желание сделать все возможное, чтобы рассчитаться с людьми, вызывает только уважение. Будем надеяться что они эти проблемы решат.

#блокировки

@bitkogan",0
368,"Генсек НАТО Йенс Столтенберг на совместной пресс-конференции в Брюсселе с президентом Сербии Александром Вучичем заявил о готовности альянса принять меры для гарантии безопасности и сохранения свободы передвижения в Косово.

«Если последует угроза безопасности, то KFOR (международные силы под руководством НАТО — «Ъ») готова вмешаться, я приму все необходимые меры, чтобы гарантировать безопасность и стабильность, свободу передвижения для населения Косово», — заявил господин Столтенберг.

В свою очередь Александр Вучич заявил, что отвергает возможность сербской военной операции в Косово и перехода отделяющей его административной линии.

Фото: U.S. Secretary of Defense

@kommersant",0
369,"⚠️🇨🇳#китай #энергетика #кризис 
Китай начал ограничивать подачу электроэнергии в дома и на заводы из-за засухи",1
370,"Вооруженные силы Китая располагают большим военно-морским флотом, чем США

источник: economist.com",0
371,"Закрытие завода в Словакии создаст добавочный спрос на алюминий ""Русала"" в 2,9% - эксперт

Закрытие словацкого алюминиевого завода может заставить европейские компании закупать часть выпавшей продукции у ""Русала"", однако дополнительный спрос на продукцию российской компании составит 2,9% от текущих продаж, рассказал РИА Новости аналитик ИК ""Велес Капитал"" Василий Данилов.

Ранее в среду стало известно, что словацкий завод Slovalco с сентября прекращает производство алюминия в связи с высокими ценами на электроэнергию и отсутствием должной поддержки от государства, генеральный директор предприятия заявила, что в результате сокращения производства, европейские компании будут вынуждены закупать алюминий в России и Китае.",1
372,"⚠️🇩🇪#UNI
Немецкая компания Uniper  на грани банкротства после убытка в размере 12 млрд евро - FT",1
373,"🇷🇺#MTLR #отчетность 
Операционные результаты деятельности Группы ""Мечел"" за первое полугодие 2022 года будут раскрыты 18 августа

Финансовые результаты деятельности за первое полугодие 2022 года Группа приняла решение не раскрывать

             - Мечел",1
374,"🇷🇺#MTLR #расписки 
Мечел уведомил депозитарий об автоматической конвертации АДР в акции",1
375,"🇪🇺#акции #трейд #фонды 
Bridgewater сокращает шорты в европейских акциях

BRIDGEWATER CUTS BACK EUROPEAN SHORT WAGERS TO BELOW $1 BILLION",0
376,"FinEx планирует выкупить паи своих фондов у российских инвесторов

FinEx подготовил вариант частичной разблокировки активов российских инвесторов. Специальная лицензия бельгийского Минфина позволит выкупать у не попавших под санкции инвесторов заблокированные активы

Подробнее на РБК:
https://quote.rbc.ru/news/article/62fce82b9a79474cd01bc46e",1
377,"TikTok планирует запретить блогерам публиковать платную политическую рекламу. «Наши эксперты по безопасности будут отслеживать признаки того, что влиятельным блогерам платят за публикацию политических материалов. Контент, нарушающий наши правила, будет удаляться», – говорится в сообщении.

Для быстрого реагирования и устранения угроз соцсеть сотрудничает с независимыми аналитическими компаниями, различными гражданскими организациями и экспертами.
#технологии 

@vedomosti",0
378,"⚠️🌎#оспа #мир #вирус #т  #пандемия 
В мире выявлено более 35 000 случаев заболевания оспой обезьян. За последнюю неделю стало известно о почти 7,5 тыс. заражений, что на 20% больше, чем неделей раньше - глава ВОЗ

подробнее",0
379,"Крупнейший в мире суверенный фонд получил рекордный убыток

Государственный пенсионный фонд Норвегии в первой половине 2022 года потерял $174 млрд, или 14,4% своих средств

Подробнее на РБК:
https://quote.rbc.ru/news/article/62fccdd49a79473f77f98503",1
380,"Как обстоят дела у ритейлеров?

На фоне публикации квартальных результатов ценные бумаги Walmart (WMT US) и Home Depot (HD US) вчера выросли более чем на 5% и на 4%, соответственно. В середине июля мы писали о том, что гигант электронных продаж Amazon испытывает серьезную конкуренцию со стороны активно развивающихся игроков на рынке ритейла, которые захватывают его рынок. 

Отчасти это привело к тому, что Walmart сообщил об улучшении прогноза по операционным показателям на финансовый год, заканчивающийся в январе 2023 г. 
▪️Ранее компания ожидала, что операционный доход снизится на 11%-13%, но теперь прогнозирует умеренное снижение на 9%-11%. 
▪️Выручка ритейлера по итогам квартала составила $152,9 млрд, а EPS оказалась на уровне $1,77. Представленные цифры превзошли ожидания рынка по выручке в размере $150,8 млрд и по прибыли на акцию $1,62. 
▪️В то же время, операционная маржа Walmart в США снизилась примерно на 0,8% в сравнении с аналогичным периодом, а маржинальность по EBITDA всего бизнеса сократилась на 0,9% в сравнении со 2 кварталом 2022 финансового года.

Не менее оптимистичная картина складывается у ритейлера Home Depot. Благодаря сильному спросу на товары для дома, прибыль превзошли ожидания рынка. Кроме того, компания подтвердила прогноз на 2022 финансовый год. 
▪️Ожидается, что общий рост продаж составит 3%, а EPS прибавит около 5%. 
▪️Показатель продаж в одном магазине вырос на 5,8% в отчетном квартале, вместо прогнозируемого рынком роста на 4,9%. 
▪️Прибыль на акцию составила $5,05 против ожидаемых $4,94, а выручка $43,79 млрд против ожидаемых $43,36 млрд. 
▪️EPS в сравнении с аналогичным периодом прошедшего года выросла на 11,5%, а выручка – на 6,5%. 

На первый взгляд, картина очень оптимистичная. Однако вместе с ростом продаж Walmart сообщил, что по итогам 2 квартала, запасы компании составляли $59,9 млрд, что на 25% выше в сравнении с аналогичным периодом прошлого года. Компания даже ввела скидки на товары повседневного спроса, чтобы стимулировать продажи. Также отмечает замедление спроса на высокодоходные товары, такие как бытовая техника, электроника и одежда. Компания Home Depot заявила, что в течение отчетного периода количество сделок сократилось, а средний чек вырос, в основном, в результате инфляции.

Стоит ли обращать внимание на  акции Walmart и Home Depot? Ситуация с продажами в текущем квартале может оставаться тревожной, однако не стоит забывать о приближающейся череде праздников. Переполненные склады могут быть опустошены в ходе распродаж. Поэтому акции ритейлеров можно рассмотреть долгосрочным инвесторам с оптимальной стратегией. Кстати, даже в случае новой волны коррекции на рынке сегмент ритейла может выступить традиционной «защитной гаванью».

Дополнительно отметим тот факт, что Walmart относится к так называемым «дешевым сетям». И во время кризиса народ традиционно идет за покупками в магазины с доступными ценами. Поэтому в случае стагнации и ухудшения экономической ситуации в США – эта сеть магазинов станет одним из бенефициаров.

#акции #ритейл #США

@bitkogan",0
381,"#открытие_США

@selfinvestor",0
382,"Зачем нам сейчас доллары, что можно с ними сделать и главное — как избежать комиссии за хранение? Обсуждаем эти вопросы в новом выпуске подкаста «Слушай брокера», а также говорим о будущем рынка США — как долго продлится медвежий тренд и куда все-таки инвестировать?

Гость выпуска — Максим Шеин, директор по работе с клиентами.

https://bcs.mave.digital/ep-51",0
383,"«АвтоВАЗ» возобновил производство коммерческих версий Lada Granta. Всего в линейке представлено 11 автомобилей с различными грузовыми отсеками, в том числе с открытым бортом, удлиненной платформой и др.

Грузоподъемность автомобилей зависит от конкретной модели и составляет от 790 до 915 кг. 
#авто 

@vedomosti",0
384,"Кабмин расширит на 2,5 млрд рублей поддержку аэропортов на юге России. Премьер-министр Михаил Мишустин заявил, что необходимо продолжить следить за обеспечением транспортной доступности и связанности российских регионов. 

Он также напомнил, что во всех городах с приостановленным авиационным сообщением запущены дополнительные поезда и междугородные автобусы, что дает людям возможность добраться до места назначения. 
#бизнес 

@vedomosti",1
385,"Чистый убыток Carlsberg после ухода из России в первом полугодии составил $630 млн. При этом в других странах был зафиксирован рост продаж. 

«Глобальная неопределенность остается высокой, а растущее давление на производственные затраты станет для нас особым вызовом в ближайшие кварталы», – написал глава Carlsberg Сиес’т Харт в комментарии к отчету.
#бизнес 

@vedomosti",1
386,"""Лукойл"" и ""Русгидро"" уведомили о конвертации депозитарных расписок в акции

Читать далее
👉 https://smartlab.news/i/61601

#HYDR #LKOH",1
387,"Убыток Нефтяного фонда Норвегии в I полугодии составил $173 млрд

Убыток Нефтяного фонда Норвегии в первом полугодии 2022 года составил 173 миллиарда долларов против прибыли годом ранее, что составляет 14,4% от стоимости всех его активов, говорится в заявлении организации.

""Государственный пенсионный фонд в первом полугодии 2022 года (понес убыток - ред.) в размере 14,4%, что соответствует 1,68 триллиона норвежских крон (173,3 миллиарда долларов - ред.)"", - говорится в релизе.",1
388,"Фондовые индексы США снижаются на корпоративной отчетности

Основные американские фондовые индексы снижаются в среду, трейдеры оценивают результаты финансовой отчетности, а также ожидают публикации протокола июльского заседания Федеральной резервной системы США, свидетельствуют данные торгов.

По состоянию на 16.42 мск промышленный индекс Dow Jones (DJIA) снижался на 0,58%, до 33955,12 пункта, индекс высокотехнологичных компаний NASDAQ - на 1,17%, до 12949,12 пункта, индекс широкого рынка S&P 500 - на 0,88%, до 4267,14 пункта.",1
